TimeStamp,X,Y,Z
43065,-0.29,-0.25,9.85
43067,0.15,0.2,10.14
43069,0.35,0.57,10.14
43071,-0.39,-0.4,9.85
43073,0.64,0.14,10.13
43075,0.3,0.67,10.01
43077,-0.31,-0.51,10.22
43079,0.24,0.49,10.15
43081,0.58,0.12,10.02
43083,0.4,-0.4,10.08
43085,-0.27,0.82,10.39
43087,0.03,-0.1,10.32
43089,0.6,-0.02,10.03
43091,0.22,0.28,10.11
43093,0.09,-0.13,10.1
43095,-0.03,0.18,10.17
43097,0.46,0.02,9.96
43099,0.35,0.04,10.02
43101,-0.52,0.11,10.28
43103,0.28,0.49,10.08
43105,0.09,-0.3,10.15
43107,0.54,-0.04,9.88
43109,-0.07,0.18,10.05
43111,-0.06,-0.08,10.03
43113,0.09,0.41,10.24
43115,-0.22,0.06,10.11
43117,0.55,-0.18,10.08
43119,-0.08,0.51,10.01
43121,0.07,-0.22,10.0
43123,0.45,0.15,10.09
43125,0.02,0.17,10.02
43127,0.39,-0.24,10.06
43129,-0.11,0.38,10.35
43131,0.21,0.09,10.04
43133,0.37,-0.22,10.02
43135,0.71,0.45,10.32
43137,-0.3,-0.02,10.02
43139,-0.15,-0.27,10.21
43141,1.12,0.51,10.11
43143,-0.57,0.0,9.93
43145,0.21,-0.34,10.22
43147,0.54,0.78,10.13
43149,-0.13,-0.18,10.03
43151,0.35,-0.12,10.04
43153,-0.44,0.34,10.07
43155,0.85,0.11,10.03
43157,-0.36,0.07,9.87
43159,0.09,0.22,10.06
43161,0.07,-0.0,10.08
43163,0.12,0.36,9.94
43165,0.12,-0.14,10.16
43167,0.13,0.17,9.97
43169,-0.04,0.25,10.1
43171,0.06,-0.04,10.01
43173,0.45,0.23,10.13
43175,0.22,0.23,10.13
43177,-0.01,-0.12,10.04
43179,0.24,0.28,10.23
43181,0.06,0.2,10.02
43183,0.29,-0.16,10.11
43185,0.41,0.39,10.24
43187,-0.16,0.02,10.18
43189,0.45,-0.14,9.96
43191,0.27,0.2,10.14
43193,0.14,0.23,10.13
43195,-0.19,-0.33,10.25
43197,0.31,0.4,10.0
43199,0.2,-0.3,10.02
43201,0.28,0.06,9.96
43203,0.11,0.42,10.09
43205,0.2,-0.14,10.01
43207,0.15,0.06,10.09
43209,-0.12,0.55,10.0
43211,-0.13,-0.2,10.0
43213,0.34,0.25,9.92
43215,0.15,0.08,10.02
43217,0.05,-0.35,10.15
43219,-0.13,0.17,10.18
43221,0.26,0.12,9.95
43223,0.1,-0.07,9.99
43225,0.36,0.39,10.2
43227,0.11,-0.11,10.27
43229,0.26,0.18,10.18
43231,0.03,0.34,10.09
43233,0.36,0.2,10.13
43235,0.17,0.01,10.14
43237,0.02,0.11,10.21
43239,0.15,-0.21,10.12
43241,0.26,-0.06,10.03
43243,-0.07,0.29,10.05
43245,0.56,0.27,10.01
43247,-0.08,-0.11,10.15
43249,0.38,0.02,10.01
43251,0.15,-0.03,9.96
43253,-0.05,-0.01,10.04
43255,0.44,0.13,10.11
43257,0.18,0.27,9.9
43259,0.18,-0.04,10.09
43261,0.27,-0.06,10.21
43263,0.29,0.36,9.98
43265,0.13,-0.08,10.15
43267,0.05,0.09,10.14
43269,0.22,0.14,10.26
43271,0.08,-0.05,10.03
43273,0.19,-0.07,10.22
43275,0.25,0.29,10.25
43277,0.27,0.13,10.16
43279,0.05,0.19,10.19
43281,-0.2,0.1,10.0
43283,0.4,0.08,9.94
43285,-0.06,0.32,9.96
43287,0.15,0.07,10.02
43289,0.34,0.17,10.16
43291,-0.13,0.22,9.99
43293,0.23,-0.3,9.98
43295,0.19,0.47,10.02
43297,0.22,0.19,10.14
43299,0.17,-0.09,10.02
43301,0.05,0.27,10.15
43303,0.1,0.05,10.03
43305,0.46,-0.06,10.07
43307,0.19,0.41,10.17
43309,0.33,-0.02,10.1
43311,-0.18,0.11,10.22
43313,0.56,0.16,10.12
43315,0.13,0.21,10.01
43317,-0.05,0.11,10.18
43319,0.47,0.17,10.09
43321,-0.22,0.16,10.2
43323,0.71,0.02,10.08
43325,-0.44,0.2,10.04
43327,0.52,0.13,10.29
43329,0.28,0.28,9.95
43331,-0.67,-0.2,10.1
43333,0.69,0.41,10.26
43335,-0.33,0.36,9.82
43337,0.07,-0.44,9.87
43339,0.39,0.45,10.15
43341,-0.44,0.49,9.95
43343,0.1,-0.86,9.96
43345,0.74,0.77,10.0
43347,-0.11,0.2,10.15
43349,-0.27,-0.23,10.14
43351,0.17,0.59,10.15
43353,0.66,-0.29,9.95
43355,0.23,-0.1,9.97
43357,-0.2,0.36,10.3
43359,0.43,-0.08,10.01
43361,0.53,0.16,10.2
43363,0.07,0.23,10.17
43365,0.29,-0.06,10.37
43367,0.17,0.17,10.14
43369,0.7,0.26,9.92
43371,-0.21,-0.46,10.18
43373,0.14,0.57,10.08
43375,-0.22,-0.51,10.23
43377,0.52,0.2,9.92
43379,-0.08,0.0,10.35
43381,0.32,-0.02,9.94
43383,0.04,0.05,10.11
43385,0.14,0.32,9.98
43387,0.11,-0.24,9.98
43389,-0.04,-0.1,9.93
43391,0.11,0.21,9.9
43393,-0.0,-0.02,10.09
43395,-0.08,0.17,10.05
43397,0.1,0.24,10.25
43399,0.19,-0.4,9.95
43401,0.53,0.34,10.07
43403,-0.27,0.16,10.19
43405,0.45,-0.26,10.07
43407,0.35,0.37,9.99
43409,-0.01,0.03,10.14
43411,0.06,-0.17,10.25
43413,-0.06,0.32,10.14
43415,0.26,-0.13,9.92
43417,0.85,-0.09,10.16
43419,-0.45,0.51,10.2
43421,-0.17,-0.44,10.18
43423,1.03,0.04,9.94
43425,-0.37,0.59,10.19
43427,0.42,-0.45,10.01
43429,-0.29,0.19,10.01
43431,0.51,0.38,10.16
43433,0.19,0.01,9.9
43435,-0.6,-0.04,10.01
43437,0.7,0.39,10.1
43439,-0.04,0.19,9.89
43441,0.13,0.01,9.93
43443,-0.05,0.02,10.16
43445,0.2,0.25,9.97
43447,0.05,0.22,10.17
43449,0.18,0.17,9.9
43451,0.36,0.3,10.18
43453,-0.36,-0.1,10.11
43455,0.11,0.08,10.09
43457,0.25,0.31,10.28
43459,0.29,-0.08,10.01
43461,0.16,0.07,10.26
43463,0.05,0.2,10.11
43465,0.08,-0.24,9.98
43467,0.33,0.27,10.16
43469,-0.14,0.22,10.05
43471,0.2,-0.25,10.13
43473,0.17,0.14,9.97
43475,0.52,0.25,10.08
43477,0.08,-0.19,10.1
43479,-0.27,0.28,9.98
43481,0.55,-0.08,10.16
43483,0.09,0.07,10.06
43485,0.06,-0.01,10.01
43487,0.37,0.02,10.01
43489,0.06,0.25,10.05
43491,0.14,0.06,10.18
43493,-0.05,0.01,10.08
43495,0.4,0.31,10.04
43497,0.13,-0.22,10.11
43499,0.07,0.12,10.2
43501,0.17,0.2,10.13
43503,0.2,-0.01,10.05
43505,-0.02,0.11,10.29
43507,0.29,0.09,10.15
43509,0.49,-0.25,10.2
43511,0.03,0.2,10.13
43513,-0.02,0.18,10.07
43515,0.12,0.09,9.93
43517,0.16,0.11,9.94
43519,0.18,0.31,10.06
43521,-0.22,-0.07,10.22
43523,0.49,0.1,9.92
43525,0.04,-0.09,9.83
43527,0.36,0.33,10.05
43529,-0.24,0.06,10.15
43531,0.28,0.01,9.96
43533,0.37,0.13,9.98
43535,0.09,0.19,10.09
43537,0.2,-0.08,10.29
43539,0.06,0.12,10.02
43541,0.47,-0.13,10.19
43543,0.02,0.06,10.09
43545,-0.1,-0.17,10.13
43547,0.49,0.01,10.13
43549,0.18,0.2,10.03
43551,-0.04,0.03,10.07
43553,0.12,0.1,10.1
43555,0.31,0.28,10.15
43557,0.03,-0.09,10.09
43559,-0.05,0.14,10.01
43561,0.11,0.08,10.12
43563,0.34,0.15,10.01
43565,-0.15,0.19,9.93
43567,0.13,0.02,10.1
43569,0.05,0.34,10.05
43571,-0.13,-0.08,9.99
43573,0.38,0.16,10.1
43575,0.13,0.34,10.12
43577,0.05,-0.27,10.01
43579,0.11,0.14,10.09
43581,0.3,0.13,10.18
43583,0.41,0.25,10.11
43585,-0.1,0.03,10.35
43587,0.19,0.19,10.14
43589,0.1,0.01,10.25
43591,0.46,0.29,9.99
43593,-0.05,0.01,10.18
43595,0.27,0.02,10.08
43597,-0.15,0.16,10.16
43599,0.74,0.16,10.1
43601,-0.49,0.26,9.98
43603,0.4,0.04,10.18
43605,0.51,0.14,10.1
43607,-0.56,0.34,10.06
43609,0.66,-0.42,10.16
43611,0.1,0.44,9.98
43613,-0.12,0.35,10.01
43615,0.26,-0.4,10.03
43617,0.09,0.24,10.09
43619,0.19,0.34,9.9
43621,-0.15,-0.27,9.93
43623,0.2,0.36,10.35
43625,0.19,0.11,9.78
43627,0.57,-0.46,10.01
43629,-0.11,0.68,10.32
43631,-0.24,0.01,10.19
43633,0.59,0.03,10.03
43635,0.39,0.43,10.2
43637,0.29,-0.24,10.08
43639,-0.11,0.16,10.33
43641,0.09,0.14,9.98
43643,0.82,0.11,10.07
43645,-0.3,0.03,10.24
43647,0.22,0.31,9.98
43649,0.32,-0.2,10.26
43651,0.31,0.58,9.89
43653,-0.02,-0.21,10.24
43655,-0.08,0.34,9.99
43657,0.07,-0.03,10.26
43659,0.04,0.17,10.09
43661,-0.06,-0.2,10.22
43663,0.06,0.2,10.01
43665,-0.08,-0.19,10.09
43667,0.09,-0.15,9.88
43669,0.06,0.06,10.14
43671,-0.06,-0.09,10.18
43673,0.26,0.06,10.08
43675,0.17,-0.16,10.24
43677,0.17,0.39,10.03
43679,-0.05,-0.06,10.36
43681,0.33,0.1,10.02
43683,0.37,-0.17,10.16
43685,0.28,0.05,9.94
43687,-0.12,0.22,10.35
43689,-0.02,0.15,10.11
43691,0.33,-0.06,10.21
43693,0.35,0.25,10.05
43695,0.05,-0.21,10.09
43697,0.16,0.42,10.07
43699,0.03,-0.16,9.89
43701,0.57,0.03,9.88
43703,-0.34,0.37,10.24
43705,-0.04,-0.04,10.14
43707,0.09,-0.06,10.01
43709,0.39,0.8,10.03
43711,0.1,-0.38,10.06
43713,-0.32,0.27,10.16
43715,0.43,0.4,10.03
43717,0.37,-0.3,9.88
43719,-0.49,0.0,10.21
43721,0.89,0.6,10.2
43723,-0.6,-0.22,10.04
43725,0.56,-0.04,10.18
43727,0.22,0.53,10.21
43729,-0.03,-0.14,10.17
43731,0.28,-0.05,10.01
43733,0.27,0.37,10.07
43735,0.3,-0.05,10.13
43737,0.01,0.37,10.14
43739,0.25,-0.13,10.17
43741,0.16,0.31,10.1
43743,-0.14,0.08,9.96
43745,0.56,0.08,10.15
43747,0.11,0.22,9.99
43749,0.11,0.01,9.94
43751,-0.04,0.05,10.06
43753,0.01,0.28,9.96
43755,0.25,0.08,9.98
43757,0.19,0.23,10.13
43759,0.0,0.17,10.14
43761,0.21,-0.09,10.09
43763,0.34,0.21,10.04
43765,0.02,0.04,10.02
43767,-0.05,-0.34,10.13
43769,0.51,0.15,10.19
43771,0.25,-0.05,9.97
43773,-0.04,0.12,10.18
43775,0.28,-0.05,10.14
43777,0.35,0.38,10.19
43779,-0.05,-0.04,10.11
43781,0.25,0.13,10.12
43783,0.23,0.29,10.06
43785,0.07,0.03,10.0
43787,-0.03,0.05,10.14
43789,0.15,0.14,10.08
43791,0.09,0.0,9.94
43793,-0.12,0.2,10.1
43795,0.36,-0.16,10.22
43797,0.15,0.09,9.88
43799,-0.29,0.13,9.97
43801,0.46,-0.12,10.18
43803,-0.01,0.18,10.06
43805,0.1,0.23,9.99
43807,0.39,-0.12,10.24
43809,0.12,0.12,10.19
43811,0.27,0.13,10.15
43813,-0.05,0.0,10.06
43815,0.17,-0.07,10.12
43817,0.12,0.19,10.12
43819,0.62,0.07,10.2
43821,0.12,-0.24,10.13
43823,0.18,0.16,10.13
43825,0.06,0.23,10.06
43827,-0.02,-0.14,10.07
43829,0.51,0.18,10.12
43831,0.06,0.29,10.04
43833,0.09,-0.38,10.2
43835,0.28,0.2,10.11
43837,0.28,0.44,10.06
43839,0.25,-0.28,9.95
43841,-0.01,0.35,10.08
43843,0.07,0.1,10.06
43845,0.12,-0.32,9.96
43847,0.25,0.36,10.04
43849,0.07,0.41,10.08
43851,-0.03,-0.22,10.06
43853,0.52,0.12,10.2
43855,0.03,0.34,10.15
43857,-0.0,-0.08,10.02
43859,0.18,0.27,10.13
43861,0.18,0.4,10.14
43863,0.25,-0.13,10.14
43865,0.07,-0.03,10.11
43867,0.44,0.43,10.09
43869,0.12,-0.16,10.02
43871,0.14,0.28,10.19
43873,0.3,0.23,10.24
43875,0.13,0.08,10.0
43877,0.16,-0.06,10.12
43879,0.1,0.34,10.01
43881,0.45,-0.03,10.29
43883,0.03,0.2,10.08
43885,0.34,0.09,10.07
43887,-0.13,0.11,10.0
43889,0.18,0.03,10.01
43891,0.23,0.34,10.03
43893,-0.5,0.03,10.07
43895,1.0,0.0,10.1
43897,-0.46,0.4,10.05
43899,0.34,-0.19,10.16
43901,0.21,-0.06,10.02
43903,-0.16,0.54,10.07
43905,0.37,-0.05,10.07
43907,-0.18,-0.22,10.06
43909,0.37,0.56,10.18
43911,0.03,-0.02,10.06
43913,-0.06,-0.56,10.15
43915,0.66,0.58,10.26
43917,-0.03,0.05,9.98
43919,-0.24,-0.53,10.27
43921,0.51,0.38,10.02
43923,-0.22,0.56,10.27
43925,-0.24,-0.45,10.11
43927,0.34,0.38,10.09
43929,0.54,-0.04,9.98
43931,0.02,-0.07,9.88
43933,-0.24,0.04,10.21
43935,0.51,0.34,9.93
43937,0.39,0.09,10.11
43939,-0.21,0.28,10.11
43941,0.36,0.09,10.22
43943,0.22,0.17,10.15
43945,0.48,0.22,9.85
43947,-0.28,-0.14,10.19
43949,0.33,0.33,10.12
43951,-0.27,-0.21,10.3
43953,0.45,0.24,10.09
43955,-0.39,-0.03,10.39
43957,0.68,0.14,10.14
43959,-0.45,-0.11,10.28
43961,0.46,0.34,10.04
43963,-0.46,-0.15,10.31
43965,0.37,0.35,10.12
43967,-0.4,-0.13,10.27
43969,0.48,0.41,9.89
43971,-0.59,-0.26,10.13
43973,0.27,0.49,10.03
43975,-0.47,-0.41,10.28
43977,0.35,0.44,9.84
43979,-0.22,-0.47,10.11
43981,0.4,0.46,9.96
43983,-0.21,-0.06,10.11
43985,0.45,0.31,10.01
43987,-0.21,0.15,10.21
43989,0.33,0.17,10.11
43991,0.03,-0.19,10.0
43993,0.41,0.06,10.08
43995,-0.0,0.06,9.99
43997,-0.24,0.38,10.31
43999,0.24,-0.36,10.09
44001,0.68,0.31,10.16
44003,-0.25,-0.09,9.99
44005,0.26,0.05,10.23
44007,-0.01,0.2,10.02
44009,0.44,-0.27,9.9
44011,0.02,0.16,10.16
44013,-0.18,0.18,10.2
44015,-0.14,-0.2,9.92
44017,0.59,0.19,10.04
44019,0.26,0.19,9.99
44021,-0.93,-0.37,10.07
44023,0.75,0.19,10.15
44025,0.25,0.18,9.83
44027,-0.62,-0.48,10.03
44029,0.67,0.25,10.18
44031,-0.32,0.51,9.93
44033,0.46,-0.58,10.01
44035,-0.34,0.33,10.01
44037,0.29,0.27,10.19
44039,0.32,0.03,10.0
44041,-0.12,-0.12,10.02
44043,0.38,0.14,10.29
44045,-0.01,0.17,10.04
44047,0.28,-0.12,10.16
44049,0.37,0.15,10.09
44051,0.03,-0.02,10.13
44053,0.01,0.06,10.18
44055,0.2,0.21,10.13
44057,0.49,-0.04,10.16
44059,0.12,0.21,10.18
44061,-0.07,-0.02,10.17
44063,0.23,-0.05,10.01
44065,0.32,0.22,10.04
44067,0.26,0.21,10.08
44069,-0.24,0.0,10.16
44071,0.49,0.19,10.18
44073,0.11,0.05,9.98
44075,0.25,-0.17,10.06
44077,-0.04,0.21,10.12
44079,0.16,0.15,9.96
44081,0.12,-0.14,10.0
44083,0.14,0.24,10.04
44085,0.11,0.19,10.03
44087,0.22,-0.23,10.06
44089,0.29,0.46,10.13
44091,-0.04,0.41,10.09
44093,0.33,-0.19,10.13
44095,0.05,0.47,10.07
44097,0.12,0.23,10.0
44099,0.25,-0.11,10.24
44101,0.02,0.35,10.04
44103,0.39,0.33,10.11
44105,-0.13,0.16,10.23
44107,0.51,0.21,10.11
44109,0.04,-0.23,10.1
44111,0.64,0.5,10.25
44113,-0.25,0.01,10.14
44115,0.01,-0.07,9.99
44117,0.34,0.37,10.07
44119,0.0,0.08,9.91
44121,-0.03,0.1,10.11
44123,-0.07,0.24,9.96
44125,0.56,0.25,9.95
44127,-0.25,-0.01,10.02
44129,-0.13,0.32,10.13
44131,0.04,0.22,10.14
44133,0.25,-0.21,9.93
44135,0.17,0.28,10.17
44137,0.0,-0.08,10.21
44139,0.08,-0.24,10.06
44141,0.32,0.08,10.22
44143,0.35,0.21,10.14
44145,-0.09,-0.04,10.18
44147,0.25,-0.05,10.15
44149,0.12,-0.02,10.09
44151,0.26,-0.04,10.2
44153,-0.12,-0.15,9.91
44155,0.2,0.17,10.08
44157,0.22,0.29,10.02
44159,-0.02,-0.23,10.01
44161,0.27,0.18,10.17
44163,0.12,0.22,10.06
44165,0.25,-0.15,10.13
44167,0.23,0.44,10.13
44169,-0.04,-0.16,10.01
44171,0.17,-0.18,10.07
44173,0.04,0.06,10.07
44175,0.71,0.1,10.06
44177,-0.19,-0.18,10.16
44179,0.19,0.12,10.06
44181,-0.03,-0.0,10.22
44183,0.81,0.12,9.96
44185,-0.39,0.13,10.11
44187,0.55,-0.14,10.21
44189,0.27,0.3,10.16
44191,-0.14,0.18,10.06
44193,0.63,-0.35,10.14
44195,-0.18,0.67,10.22
44197,0.35,0.18,10.22
44199,0.01,-0.29,9.94
44201,0.0,0.26,10.06
44203,0.49,0.5,10.05
44205,-0.39,-0.34,9.91
44207,0.57,0.14,10.15
44209,0.04,0.66,10.01
44211,-0.3,-0.49,10.14
44213,0.17,0.41,10.18
44215,0.56,0.3,9.89
44217,0.4,-0.43,10.12
44219,-0.39,0.83,10.2
44221,-0.06,-0.04,10.16
44223,0.55,0.03,9.99
44225,0.18,0.19,10.0
44227,0.07,-0.17,10.12
44229,-0.15,0.16,10.18
44231,0.28,0.14,9.87
44233,0.52,0.15,10.04
44235,-0.36,0.11,10.32
44237,0.48,0.49,10.07
44239,0.11,-0.12,10.05
44241,0.68,0.62,9.93
44243,-0.1,0.02,10.17
44245,0.36,0.45,9.9
44247,-0.02,0.1,10.18
44249,0.43,0.51,9.95
44251,-0.37,-0.11,10.29
44253,0.8,0.52,9.81
44255,-0.33,-0.06,10.04
44257,1.03,0.4,9.84
44259,-0.73,-0.01,10.15
44261,0.93,0.22,9.91
44263,-0.34,-0.22,10.15
44265,0.96,0.24,10.05
44267,-0.4,-0.23,10.24
44269,0.55,0.28,10.06
44271,-0.05,-0.38,10.1
44273,0.74,0.24,10.01
44275,-0.3,-0.35,10.07
44277,0.75,0.24,10.0
44279,-0.09,-0.17,10.1
44281,0.73,0.56,10.13
44283,-0.28,-0.52,10.25
44285,0.5,0.54,10.12
44287,0.07,-0.17,10.13
44289,0.59,0.07,9.99
44291,-0.07,-0.11,10.02
44293,0.31,0.04,10.06
44295,-0.02,0.18,10.09
44297,0.17,0.15,10.23
44299,0.43,-0.31,9.92
44301,0.32,0.29,10.12
44303,-0.14,-0.11,9.86
44305,0.17,0.31,10.08
44307,0.03,-0.19,9.9
44309,0.5,0.04,9.97
44311,-0.36,0.53,10.24
44313,0.0,-0.12,10.11
44315,0.42,-0.14,10.02
44317,0.34,0.64,10.13
44319,0.14,-0.23,10.0
44321,-0.19,-0.06,10.18
44323,0.48,0.6,10.04
44325,0.4,-0.4,10.06
44327,-0.34,0.21,10.29
44329,0.86,0.31,10.2
44331,-0.31,-0.13,9.9
44333,0.28,-0.17,10.25
44335,0.51,0.74,10.1
44337,-0.38,-0.36,10.18
44339,0.54,0.18,9.94
44341,-0.1,0.21,10.06
44343,0.43,0.13,10.04
44345,-0.25,-0.05,10.06
44347,0.32,0.33,10.03
44349,-0.04,-0.09,10.06
44351,0.03,0.37,9.95
44353,0.16,0.1,10.12
44355,0.1,0.16,9.98
44357,0.13,0.07,10.04
44359,0.01,0.06,10.11
44361,0.07,0.06,10.05
44363,0.42,0.33,10.26
44365,-0.19,-0.07,9.99
44367,0.24,-0.04,10.18
44369,0.13,0.3,10.15
44371,-0.12,0.0,10.04
44373,0.43,0.04,10.04
44375,0.05,0.24,10.21
44377,0.06,-0.01,10.15
44379,0.11,-0.24,10.05
44381,0.45,0.39,9.81
44383,-0.09,0.02,10.21
44385,-0.01,-0.03,10.06
44387,0.27,0.33,10.19
44389,0.19,-0.04,9.98
44391,0.18,-0.11,10.02
44393,0.01,0.51,10.09
44395,-0.05,0.02,9.9
44397,0.25,0.1,10.06
44399,0.3,0.04,10.16
44401,0.0,-0.1,10.17
44403,-0.15,0.18,10.14
44405,0.25,0.08,10.04
44407,0.19,0.07,9.92
44409,-0.05,0.17,10.08
44411,0.26,-0.38,10.2
44413,0.42,0.06,10.16
44415,-0.21,0.26,10.08
44417,0.36,-0.01,10.26
44419,0.16,0.15,10.14
44421,0.12,0.07,9.94
44423,-0.13,-0.1,10.13
44425,0.41,-0.16,10.18
44427,0.02,0.36,10.05
44429,0.27,0.06,10.01
44431,0.12,-0.16,10.16
44433,-0.13,0.01,10.05
44435,0.31,-0.04,10.07
44437,-0.05,0.0,10.04
44439,0.14,0.16,10.17
44441,0.25,0.21,9.97
44443,0.09,-0.18,10.05
44445,0.34,0.04,10.11
44447,0.07,0.21,10.13
44449,0.2,-0.22,10.07
44451,0.16,0.32,10.09
44453,0.08,0.1,10.14
44455,0.19,-0.11,9.92
44457,-0.12,0.24,10.12
44459,0.44,0.12,10.01
44461,-0.03,-0.11,10.17
44463,0.17,0.26,10.08
44465,0.1,-0.0,10.11
44467,0.2,0.14,10.13
44469,0.08,0.24,10.15
44471,0.04,-0.1,10.04
44473,0.28,0.25,10.09
44475,0.05,0.15,10.06
44477,0.19,-0.34,10.01
44479,0.31,0.44,10.11
44481,-0.15,-0.15,10.01
44483,0.15,0.04,10.03
44485,0.23,0.4,10.19
44487,0.25,0.11,9.91
44489,-0.08,-0.17,10.07
44491,0.17,0.4,10.01
44493,0.26,-0.12,10.16
44495,0.27,0.29,10.0
44497,-0.14,0.0,10.17
44499,0.48,0.18,10.1
44501,-0.27,0.26,10.21
44503,0.78,0.03,9.96
44505,-0.41,0.09,10.12
44507,0.58,0.19,10.17
44509,0.11,0.03,9.97
44511,-0.47,-0.08,10.07
44513,1.0,0.07,10.29
44515,-0.32,0.31,9.94
44517,-0.23,-0.26,10.18
44519,0.55,0.19,10.26
44521,-0.15,0.29,9.99
44523,0.28,-0.39,10.03
44525,0.1,0.44,10.08
44527,-0.11,0.25,10.33
44529,0.08,-0.62,9.81
44531,0.65,0.4,10.0
44533,0.01,0.22,10.11
44535,-0.41,-0.13,10.08
44537,0.29,0.5,10.2
44539,0.45,-0.14,9.88
44541,0.22,-0.04,9.96
